Bin index,yH299-H2O2-treated-facs-pool3,yH299-H2O2-treated-facs-pool3 rank
CP048241.1-121,20,970
CP048241.1-122,23,889
CP048241.1-123,49,426
CP048241.1-124,92,124
CP048241.1-125,85,156
CP048241.1-126,36,618
CP048241.1-127,35,645
CP048241.1-128,64,270
CP048241.1-129,31,719
CP048241.1-130,29,765
CP048241.1-131,23,890
CP048241.1-132,101,94
CP048241.1-133,35,646
CP048241.1-134,98,104
CP048241.1-135,190,15
CP048241.1-136,133,48
CP048241.1-137,88,143
CP048241.1-138,152,33
CP048241.1-139,97,111
CP048241.1-140,33,679
CP048241.1-141,48,441
CP048241.1-142,22,917
CP048241.1-143,73,201
CP048241.1-144,8,1180
CP048241.1-145,73,202
CP048241.1-146,66,252
CP048241.1-147,110,78
CP048241.1-148,60,303
CP048241.1-149,91,129
CP048241.1-150,29,766
CP048241.1-151,51,394
CP048241.1-152,36,619
CP048241.1-153,27,808
CP048241.1-154,77,186
CP048241.1-155,31,720
CP048241.1-156,50,408
CP048241.1-157,32,703
CP048241.1-158,9,1161
CP048241.1-159,29,767
CP048241.1-160,29,768
CP048241.1-161,19,982
CP048241.1-162,28,781
CP048241.1-163,11,1134
CP048241.1-164,23,891
CP048241.1-165,12,1118
CP048241.1-166,16,1045
CP048241.1-167,26,830
CP048241.1-168,23,892
CP048241.1-169,9,1162
CP048241.1-170,3,1233
CP048241.1-171,28,782
CP048241.1-172,39,565
CP048241.1-173,28,783
CP048241.1-174,9,1163
CP048241.1-175,15,1070
CP048241.1-176,37,598
CP048241.1-177,17,1019
CP048241.1-178,20,971
CP048241.1-179,30,739
CP048241.1-180,16,1046
CP048241.1-181,11,1135
CP048241.1-182,4,1221
CP048241.1-183,26,831
CP048241.1-184,9,1164
CP048242.1-0,1,1247
CP048242.1-1,0,1260
CP048242.1-2,13,1103
CP048242.1-3,48,442
CP048242.1-4,33,680
CP048242.1-5,36,620
CP048242.1-6,37,599
CP048242.1-7,45,474
CP048242.1-8,10,1146
CP048242.1-9,39,566
CP048242.1-10,39,567
CP048242.1-11,15,1071
CP048242.1-12,23,893
CP048242.1-13,27,809
CP048242.1-14,8,1181
CP048242.1-15,22,918
CP048242.1-16,36,621
CP048242.1-17,28,784
CP048242.1-18,27,810
CP048242.1-19,27,811
CP048242.1-20,28,785
CP048242.1-21,28,786
CP048242.1-22,30,740
CP048242.1-23,75,194
CP048242.1-24,16,1047
CP048242.1-25,12,1119
CP048242.1-26,41,531
CP048242.1-27,28,787
CP048242.1-28,29,769
CP048242.1-29,36,622
CP048242.1-30,23,894
CP048242.1-31,37,600
CP048242.1-32,17,1020
CP048242.1-33,45,475
CP048242.1-34,11,1136
CP048242.1-35,15,1072
CP048242.1-36,21,939
CP048242.1-37,24,868
CP048242.1-38,42,513
CP048242.1-39,38,583
CP048242.1-40,35,647
CP048242.1-41,25,855
CP048242.1-42,7,1191
CP048242.1-43,17,1021
CP048242.1-44,23,895
CP048242.1-45,6,1203
CP048242.1-46,26,832
CP048242.1-47,28,788
CP048242.1-48,17,1022
CP048242.1-49,12,1120
CP048242.1-50,23,896
CP048242.1-51,16,1048
CP048242.1-52,14,1086
CP048242.1-53,47,451
CP048242.1-54,38,584
CP048242.1-55,11,1137
CP048242.1-56,19,983
CP048242.1-57,9,1165
CP048242.1-58,34,662
CP048242.1-59,22,919
CP048242.1-60,30,741
CP048242.1-61,39,568
CP048242.1-62,36,623
CP048242.1-63,41,532
CP048242.1-64,7,1192
CP048242.1-65,21,940
CP048242.1-66,66,253
CP048242.1-67,25,856
CP048242.1-68,42,514
CP048242.1-69,23,897
CP048242.1-70,16,1049
CP048242.1-71,17,1023
CP048242.1-72,16,1050
CP048242.1-73,24,869
CP048242.1-74,44,489
CP048242.1-75,76,189
CP048242.1-76,26,833
CP048242.1-77,54,359
CP048242.1-78,30,742
CP048242.1-79,33,681
CP048242.1-80,51,395
CP048242.1-81,26,834
CP048242.1-82,17,1024
CP048242.1-83,13,1104
CP048242.1-84,26,835
CP048242.1-85,89,139
CP048242.1-86,115,66
CP048242.1-87,34,663
CP048242.1-88,90,136
CP048242.1-89,39,569
CP048242.1-90,29,770
CP048242.1-91,35,648
CP048242.1-92,7,1193
CP048242.1-93,44,490
CP048242.1-94,26,836
CP048242.1-95,48,443
CP048242.1-96,31,721
CP048242.1-97,40,550
CP048242.1-98,35,649
CP048242.1-99,99,100
CP048242.1-100,120,60
CP048242.1-101,100,97
CP048242.1-102,51,396
CP048242.1-103,109,80
CP048242.1-104,55,350
CP048242.1-105,233,5
CP048242.1-106,53,368
CP048242.1-107,47,452
CP048242.1-108,57,330
CP048242.1-109,98,105
CP048242.1-110,53,369
CP048242.1-111,36,624
CP048242.1-112,23,898
CP048242.1-113,49,427
CP048242.1-114,8,1182
CP048242.1-115,7,1194
CP048242.1-116,13,1105
CP048242.1-117,168,25
CP048242.1-118,42,515
CP048242.1-119,17,1025
CP048242.1-120,109,81
CP048242.1-121,39,570
CP048242.1-122,45,476
CP048242.1-123,23,899
CP048242.1-124,76,190
CP048242.1-125,46,465
CP048242.1-126,17,1026
CP048242.1-127,31,722
CP048242.1-128,26,837
CP048242.1-129,19,984
CP048242.1-130,95,116
CP048242.1-131,93,122
CP048242.1-132,28,789
CP048242.1-133,9,1166
CP048242.1-134,39,571
CP048242.1-135,36,625
CP048242.1-136,33,682
CP048242.1-137,12,1121
CP048242.1-138,15,1073
CP048242.1-139,41,533
CP048242.1-140,38,585
CP048242.1-141,6,1204
CP048242.1-142,2,1239
