Bin index,yH299-H2O2-treated-facs-pool4,yH299-H2O2-treated-facs-pool4 rank
CP048241.1-125,34,256
CP048241.1-126,24,463
CP048241.1-127,26,406
CP048241.1-128,27,382
CP048241.1-129,13,802
CP048241.1-130,10,922
CP048241.1-131,11,881
CP048241.1-132,48,136
CP048241.1-133,16,684
CP048241.1-134,52,109
CP048241.1-135,98,24
CP048241.1-136,67,59
CP048241.1-137,44,161
CP048241.1-138,95,28
CP048241.1-139,47,141
CP048241.1-140,14,761
CP048241.1-141,24,464
CP048241.1-142,8,1012
CP048241.1-143,51,118
CP048241.1-144,4,1152
CP048241.1-145,54,100
CP048241.1-146,39,198
CP048241.1-147,49,131
CP048241.1-148,45,155
CP048241.1-149,47,142
CP048241.1-150,13,803
CP048241.1-151,25,435
CP048241.1-152,15,712
CP048241.1-153,15,713
CP048241.1-154,39,199
CP048241.1-155,6,1075
CP048241.1-156,16,685
CP048241.1-157,16,686
CP048241.1-158,7,1042
CP048241.1-159,12,836
CP048241.1-160,22,520
CP048241.1-161,15,714
CP048241.1-162,14,762
CP048241.1-163,7,1043
CP048241.1-164,14,763
CP048241.1-165,1,1236
CP048241.1-166,12,837
CP048241.1-167,10,923
CP048241.1-168,11,882
CP048241.1-169,2,1216
CP048241.1-170,2,1217
CP048241.1-171,18,630
CP048241.1-172,25,436
CP048241.1-173,18,631
CP048241.1-174,7,1044
CP048241.1-175,11,883
CP048241.1-176,11,884
CP048241.1-177,6,1076
CP048241.1-178,8,1013
CP048241.1-179,9,972
CP048241.1-180,9,973
CP048241.1-181,3,1183
CP048241.1-182,0,1257
CP048241.1-183,8,1014
CP048241.1-184,3,1184
CP048242.1-0,1,1237
CP048242.1-1,1,1238
CP048242.1-2,10,924
CP048242.1-3,33,271
CP048242.1-4,14,764
CP048242.1-5,28,358
CP048242.1-6,18,632
CP048242.1-7,27,383
CP048242.1-8,5,1112
CP048242.1-9,19,601
CP048242.1-10,23,492
CP048242.1-11,8,1015
CP048242.1-12,6,1077
CP048242.1-13,13,804
CP048242.1-14,5,1113
CP048242.1-15,5,1114
CP048242.1-16,14,765
CP048242.1-17,13,805
CP048242.1-18,14,766
CP048242.1-19,17,659
CP048242.1-20,10,925
CP048242.1-21,13,806
CP048242.1-22,10,926
CP048242.1-23,30,316
CP048242.1-24,8,1016
CP048242.1-25,4,1153
CP048242.1-26,10,927
CP048242.1-27,10,928
CP048242.1-28,15,715
CP048242.1-29,20,573
CP048242.1-30,6,1078
CP048242.1-31,21,551
CP048242.1-32,4,1154
CP048242.1-33,30,317
CP048242.1-34,6,1079
CP048242.1-35,8,1017
CP048242.1-36,11,885
CP048242.1-37,6,1080
CP048242.1-38,31,303
CP048242.1-39,16,687
CP048242.1-40,6,1081
CP048242.1-41,15,716
CP048242.1-42,3,1185
CP048242.1-43,4,1155
CP048242.1-44,14,767
CP048242.1-45,5,1115
CP048242.1-46,17,660
CP048242.1-47,9,974
CP048242.1-48,9,975
CP048242.1-49,4,1156
CP048242.1-50,13,807
CP048242.1-51,8,1018
CP048242.1-52,9,976
CP048242.1-53,25,437
CP048242.1-54,23,493
CP048242.1-55,13,808
CP048242.1-56,7,1045
CP048242.1-57,4,1157
CP048242.1-58,12,838
CP048242.1-59,5,1116
CP048242.1-60,22,521
CP048242.1-61,12,839
CP048242.1-62,21,552
CP048242.1-63,22,522
CP048242.1-64,6,1082
CP048242.1-65,12,840
CP048242.1-66,28,359
CP048242.1-67,14,768
CP048242.1-68,13,809
CP048242.1-69,10,929
CP048242.1-70,6,1083
CP048242.1-71,8,1019
CP048242.1-72,8,1020
CP048242.1-73,5,1117
CP048242.1-74,23,494
CP048242.1-75,46,150
CP048242.1-76,10,930
CP048242.1-77,25,438
CP048242.1-78,19,602
CP048242.1-79,14,769
CP048242.1-80,30,318
CP048242.1-81,16,688
CP048242.1-82,11,886
CP048242.1-83,5,1118
CP048242.1-84,9,977
CP048242.1-85,45,156
CP048242.1-86,59,80
CP048242.1-87,12,841
CP048242.1-88,42,175
CP048242.1-89,18,633
CP048242.1-90,8,1021
CP048242.1-91,25,439
CP048242.1-92,3,1186
CP048242.1-93,22,523
CP048242.1-94,4,1158
CP048242.1-95,22,524
CP048242.1-96,12,842
CP048242.1-97,22,525
CP048242.1-98,26,407
CP048242.1-99,96,27
CP048242.1-100,124,9
CP048242.1-101,47,143
CP048242.1-102,21,553
CP048242.1-103,47,144
CP048242.1-104,29,339
CP048242.1-105,130,6
CP048242.1-106,28,360
CP048242.1-107,30,319
CP048242.1-108,49,132
CP048242.1-109,56,92
CP048242.1-110,28,361
CP048242.1-111,28,362
CP048242.1-112,15,717
CP048242.1-113,29,340
CP048242.1-114,7,1046
CP048242.1-115,3,1187
CP048242.1-116,10,931
CP048242.1-117,83,39
CP048242.1-118,10,932
CP048242.1-119,22,526
CP048242.1-120,55,96
CP048242.1-121,22,527
CP048242.1-122,14,770
CP048242.1-123,6,1084
CP048242.1-124,51,119
CP048242.1-125,22,528
CP048242.1-126,12,843
CP048242.1-127,21,554
CP048242.1-128,9,978
CP048242.1-129,6,1085
CP048242.1-130,72,51
CP048242.1-131,32,289
CP048242.1-132,14,771
CP048242.1-133,5,1119
CP048242.1-134,16,689
CP048242.1-135,15,718
CP048242.1-136,14,772
CP048242.1-137,4,1159
CP048242.1-138,6,1086
CP048242.1-139,23,495
CP048242.1-140,24,465
CP048242.1-141,3,1188
CP048242.1-142,4,1160
