Bin index,yH298-parent-pool2,yH298-parent-pool2 rank
CP048241.1-122,27,1021
CP048241.1-123,87,330
CP048241.1-124,145,101
CP048241.1-125,106,212
CP048241.1-126,71,443
CP048241.1-127,70,459
CP048241.1-128,80,375
CP048241.1-129,40,830
CP048241.1-130,49,698
CP048241.1-131,57,601
CP048241.1-132,126,146
CP048241.1-133,61,548
CP048241.1-134,152,90
CP048241.1-135,267,15
CP048241.1-136,176,59
CP048241.1-137,143,108
CP048241.1-138,247,25
CP048241.1-139,176,60
CP048241.1-140,43,786
CP048241.1-141,60,560
CP048241.1-142,26,1036
CP048241.1-143,117,175
CP048241.1-144,1,1251
CP048241.1-145,96,274
CP048241.1-146,90,310
CP048241.1-147,138,119
CP048241.1-148,97,267
CP048241.1-149,143,109
CP048241.1-150,58,589
CP048241.1-151,71,444
CP048241.1-152,54,638
CP048241.1-153,55,626
CP048241.1-154,142,110
CP048241.1-155,33,923
CP048241.1-156,58,590
CP048241.1-157,47,727
CP048241.1-158,14,1161
CP048241.1-159,35,897
CP048241.1-160,47,728
CP048241.1-161,45,757
CP048241.1-162,37,876
CP048241.1-163,23,1075
CP048241.1-164,32,943
CP048241.1-165,23,1076
CP048241.1-166,19,1119
CP048241.1-167,44,770
CP048241.1-168,38,857
CP048241.1-169,14,1162
CP048241.1-170,1,1252
CP048241.1-171,48,712
CP048241.1-172,60,561
CP048241.1-173,40,831
CP048241.1-174,18,1135
CP048241.1-175,27,1022
CP048241.1-176,50,683
CP048241.1-177,25,1043
CP048241.1-178,27,1023
CP048241.1-179,41,820
CP048241.1-180,28,1004
CP048241.1-181,8,1209
CP048241.1-182,2,1237
CP048241.1-183,33,924
CP048241.1-184,12,1178
CP048242.1-0,2,1238
CP048242.1-1,2,1239
CP048242.1-2,29,989
CP048242.1-3,85,342
CP048242.1-4,39,846
CP048242.1-5,68,473
CP048242.1-6,53,654
CP048242.1-7,72,438
CP048242.1-8,16,1153
CP048242.1-9,42,806
CP048242.1-10,60,562
CP048242.1-11,20,1110
CP048242.1-12,22,1088
CP048242.1-13,50,684
CP048242.1-14,17,1141
CP048242.1-15,23,1077
CP048242.1-16,55,627
CP048242.1-17,33,925
CP048242.1-18,46,739
CP048242.1-19,46,740
CP048242.1-20,34,909
CP048242.1-21,43,787
CP048242.1-22,47,729
CP048242.1-23,97,268
CP048242.1-24,28,1005
CP048242.1-25,23,1078
CP048242.1-26,72,439
CP048242.1-27,39,847
CP048242.1-28,37,877
CP048242.1-29,59,576
CP048242.1-30,43,788
CP048242.1-31,71,445
CP048242.1-32,33,926
CP048242.1-33,80,376
CP048242.1-34,16,1154
CP048242.1-35,24,1058
CP048242.1-36,30,974
CP048242.1-37,44,771
CP048242.1-38,70,460
CP048242.1-39,59,577
CP048242.1-40,43,789
CP048242.1-41,46,741
CP048242.1-42,4,1225
CP048242.1-43,24,1059
CP048242.1-44,36,886
CP048242.1-45,17,1142
CP048242.1-46,46,742
CP048242.1-47,23,1079
CP048242.1-48,43,790
CP048242.1-49,12,1179
CP048242.1-50,27,1024
CP048242.1-51,23,1080
CP048242.1-52,18,1136
CP048242.1-53,72,440
CP048242.1-54,49,699
CP048242.1-55,30,975
CP048242.1-56,24,1060
CP048242.1-57,17,1143
CP048242.1-58,55,628
CP048242.1-59,17,1144
CP048242.1-60,56,614
CP048242.1-61,53,655
CP048242.1-62,54,639
CP048242.1-63,55,629
CP048242.1-64,29,990
CP048242.1-65,46,743
CP048242.1-66,96,275
CP048242.1-67,39,848
CP048242.1-68,49,700
CP048242.1-69,41,821
CP048242.1-70,40,832
CP048242.1-71,21,1100
CP048242.1-72,25,1044
CP048242.1-73,30,976
CP048242.1-74,76,413
CP048242.1-75,131,130
CP048242.1-76,43,791
CP048242.1-77,73,428
CP048242.1-78,48,713
CP048242.1-79,29,991
CP048242.1-80,81,368
CP048242.1-81,36,887
CP048242.1-82,36,888
CP048242.1-83,11,1188
CP048242.1-84,37,878
CP048242.1-85,134,123
CP048242.1-86,171,63
CP048242.1-87,59,578
CP048242.1-88,144,106
CP048242.1-89,73,429
CP048242.1-90,32,944
CP048242.1-91,64,512
CP048242.1-92,14,1163
CP048242.1-93,52,662
CP048242.1-94,38,858
CP048242.1-95,66,494
CP048242.1-96,46,744
CP048242.1-97,81,369
CP048242.1-98,45,758
CP048242.1-99,95,280
CP048242.1-100,111,197
CP048242.1-101,134,124
CP048242.1-102,67,485
CP048242.1-103,145,102
CP048242.1-104,82,362
CP048242.1-105,321,7
CP048242.1-106,77,403
CP048242.1-107,92,295
CP048242.1-108,73,430
CP048242.1-109,146,100
CP048242.1-110,90,311
CP048242.1-111,67,486
CP048242.1-112,57,602
CP048242.1-113,85,343
CP048242.1-114,15,1157
CP048242.1-115,12,1180
CP048242.1-116,30,977
CP048242.1-117,216,35
CP048242.1-118,49,701
CP048242.1-119,33,927
CP048242.1-120,129,134
CP048242.1-121,71,446
CP048242.1-122,48,714
CP048242.1-123,19,1120
CP048242.1-124,117,176
CP048242.1-125,63,524
CP048242.1-126,33,928
CP048242.1-127,57,603
CP048242.1-128,61,549
CP048242.1-129,26,1037
CP048242.1-130,104,227
CP048242.1-131,101,243
CP048242.1-132,43,792
CP048242.1-133,9,1200
CP048242.1-134,74,424
CP048242.1-135,38,859
CP048242.1-136,56,615
CP048242.1-137,19,1121
CP048242.1-138,32,945
CP048242.1-139,61,550
CP048242.1-140,47,730
CP048242.1-141,9,1201
CP048242.1-142,7,1215
CP048242.1-143,0,1264
CP048242.1-144,0,1265
CP048242.1-145,0,1266
CP048242.1-146,0,1267
CP048242.1-147,0,1268
CP048242.1-148,1,1253
