Bin index,yH298-H2O2-treated-facs-pool1,yH298-H2O2-treated-facs-pool1 rank
CP048241.1-121,8,1098
CP048241.1-122,8,1099
CP048241.1-123,35,429
CP048241.1-124,68,132
CP048241.1-125,49,247
CP048241.1-126,35,430
CP048241.1-127,37,396
CP048241.1-128,41,333
CP048241.1-129,17,846
CP048241.1-130,23,683
CP048241.1-131,26,607
CP048241.1-132,64,147
CP048241.1-133,25,627
CP048241.1-134,74,100
CP048241.1-135,143,14
CP048241.1-136,114,34
CP048241.1-137,68,133
CP048241.1-138,124,30
CP048241.1-139,88,64
CP048241.1-140,14,928
CP048241.1-141,32,480
CP048241.1-142,8,1100
CP048241.1-143,60,169
CP048241.1-144,9,1068
CP048241.1-145,49,248
CP048241.1-146,42,320
CP048241.1-147,61,162
CP048241.1-148,53,215
CP048241.1-149,83,76
CP048241.1-150,22,713
CP048241.1-151,36,416
CP048241.1-152,21,738
CP048241.1-153,25,628
CP048241.1-154,63,152
CP048241.1-155,17,847
CP048241.1-156,35,431
CP048241.1-157,28,557
CP048241.1-158,6,1141
CP048241.1-159,25,629
CP048241.1-160,27,588
CP048241.1-161,20,755
CP048241.1-162,23,684
CP048241.1-163,12,981
CP048241.1-164,8,1101
CP048241.1-165,6,1142
CP048241.1-166,11,1014
CP048241.1-167,21,739
CP048241.1-168,20,756
CP048241.1-169,6,1143
CP048241.1-170,1,1241
CP048241.1-171,24,657
CP048241.1-172,20,757
CP048241.1-173,15,904
CP048241.1-174,9,1069
CP048241.1-175,12,982
CP048241.1-176,25,630
CP048241.1-177,8,1102
CP048241.1-178,15,905
CP048241.1-179,14,929
CP048241.1-180,14,930
CP048241.1-181,3,1207
CP048241.1-182,2,1221
CP048241.1-183,24,658
CP048241.1-184,4,1191
CP048242.1-0,1,1242
CP048242.1-1,0,1260
CP048242.1-2,10,1039
CP048242.1-3,38,382
CP048242.1-4,18,815
CP048242.1-5,41,334
CP048242.1-6,19,780
CP048242.1-7,29,540
CP048242.1-8,4,1192
CP048242.1-9,24,659
CP048242.1-10,38,383
CP048242.1-11,8,1103
CP048242.1-12,14,931
CP048242.1-13,16,872
CP048242.1-14,8,1104
CP048242.1-15,16,873
CP048242.1-16,29,541
CP048242.1-17,18,816
CP048242.1-18,23,685
CP048242.1-19,24,660
CP048242.1-20,18,817
CP048242.1-21,14,932
CP048242.1-22,15,906
CP048242.1-23,48,253
CP048242.1-24,12,983
CP048242.1-25,7,1118
CP048242.1-26,28,558
CP048242.1-27,24,661
CP048242.1-28,15,907
CP048242.1-29,28,559
CP048242.1-30,9,1070
CP048242.1-31,32,481
CP048242.1-32,15,908
CP048242.1-33,31,504
CP048242.1-34,5,1167
CP048242.1-35,6,1144
CP048242.1-36,17,848
CP048242.1-37,17,849
CP048242.1-38,43,309
CP048242.1-39,28,560
CP048242.1-40,23,686
CP048242.1-41,22,714
CP048242.1-42,2,1222
CP048242.1-43,7,1119
CP048242.1-44,20,758
CP048242.1-45,9,1071
CP048242.1-46,20,759
CP048242.1-47,12,984
CP048242.1-48,8,1105
CP048242.1-49,3,1208
CP048242.1-50,10,1040
CP048242.1-51,4,1193
CP048242.1-52,7,1120
CP048242.1-53,34,447
CP048242.1-54,25,631
CP048242.1-55,5,1168
CP048242.1-56,16,874
CP048242.1-57,2,1223
CP048242.1-58,19,781
CP048242.1-59,5,1169
CP048242.1-60,16,875
CP048242.1-61,23,687
CP048242.1-62,32,482
CP048242.1-63,23,688
CP048242.1-64,11,1015
CP048242.1-65,26,608
CP048242.1-66,56,195
CP048242.1-67,14,933
CP048242.1-68,22,715
CP048242.1-69,16,876
CP048242.1-70,9,1072
CP048242.1-71,6,1145
CP048242.1-72,10,1041
CP048242.1-73,11,1016
CP048242.1-74,37,397
CP048242.1-75,71,114
CP048242.1-76,7,1121
CP048242.1-77,41,335
CP048242.1-78,30,525
CP048242.1-79,17,850
CP048242.1-80,43,310
CP048242.1-81,16,877
CP048242.1-82,15,909
CP048242.1-83,4,1194
CP048242.1-84,12,985
CP048242.1-85,65,143
CP048242.1-86,72,112
CP048242.1-87,23,689
CP048242.1-88,72,113
CP048242.1-89,37,398
CP048242.1-90,22,716
CP048242.1-91,27,589
CP048242.1-92,5,1170
CP048242.1-93,22,717
CP048242.1-94,10,1042
CP048242.1-95,32,483
CP048242.1-96,24,662
CP048242.1-97,35,432
CP048242.1-98,24,663
CP048242.1-99,62,156
CP048242.1-100,74,101
CP048242.1-101,71,115
CP048242.1-102,30,526
CP048242.1-103,79,87
CP048242.1-104,41,336
CP048242.1-105,194,4
CP048242.1-106,39,363
CP048242.1-107,44,292
CP048242.1-108,33,468
CP048242.1-109,85,69
CP048242.1-110,46,272
CP048242.1-111,30,527
CP048242.1-112,19,782
CP048242.1-113,45,284
CP048242.1-114,9,1073
CP048242.1-115,3,1209
CP048242.1-116,14,934
CP048242.1-117,111,37
CP048242.1-118,22,718
CP048242.1-119,16,878
CP048242.1-120,82,77
CP048242.1-121,25,632
CP048242.1-122,26,609
CP048242.1-123,9,1074
CP048242.1-124,59,178
CP048242.1-125,39,364
CP048242.1-126,18,818
CP048242.1-127,27,590
CP048242.1-128,31,505
CP048242.1-129,7,1122
CP048242.1-130,61,163
CP048242.1-131,47,262
CP048242.1-132,17,851
CP048242.1-133,3,1210
CP048242.1-134,24,664
CP048242.1-135,19,783
CP048242.1-136,25,633
CP048242.1-137,9,1075
CP048242.1-138,18,819
CP048242.1-139,27,591
CP048242.1-140,24,665
CP048242.1-141,1,1243
CP048242.1-142,2,1224
