Bin index,yH299-parent-pool4,yH299-parent-pool4 rank
CP048241.1-126,23,399
CP048241.1-127,23,400
CP048241.1-128,30,248
CP048241.1-129,6,1054
CP048241.1-130,15,648
CP048241.1-131,15,649
CP048241.1-132,42,124
CP048241.1-133,17,580
CP048241.1-134,54,70
CP048241.1-135,110,8
CP048241.1-136,64,48
CP048241.1-137,40,135
CP048241.1-138,63,49
CP048241.1-139,41,131
CP048241.1-140,15,650
CP048241.1-141,15,651
CP048241.1-142,5,1085
CP048241.1-143,25,334
CP048241.1-144,1,1230
CP048241.1-145,32,231
CP048241.1-146,29,260
CP048241.1-147,48,84
CP048241.1-148,45,105
CP048241.1-149,34,204
CP048241.1-150,17,581
CP048241.1-151,20,475
CP048241.1-152,23,401
CP048241.1-153,12,779
CP048241.1-154,33,219
CP048241.1-155,11,823
CP048241.1-156,15,652
CP048241.1-157,13,732
CP048241.1-158,3,1168
CP048241.1-159,12,780
CP048241.1-160,15,653
CP048241.1-161,11,824
CP048241.1-162,16,609
CP048241.1-163,7,1007
CP048241.1-164,4,1135
CP048241.1-165,4,1136
CP048241.1-166,5,1086
CP048241.1-167,8,967
CP048241.1-168,10,867
CP048241.1-169,3,1169
CP048241.1-170,1,1231
CP048241.1-171,24,371
CP048241.1-172,12,781
CP048241.1-173,10,868
CP048241.1-174,4,1137
CP048241.1-175,9,917
CP048241.1-176,8,968
CP048241.1-177,3,1170
CP048241.1-178,8,969
CP048241.1-179,19,498
CP048241.1-180,10,869
CP048241.1-181,1,1232
CP048241.1-182,1,1233
CP048241.1-183,14,683
CP048241.1-184,3,1171
CP048242.1-0,1,1234
CP048242.1-1,0,1258
CP048242.1-2,2,1205
CP048242.1-3,19,499
CP048242.1-4,21,449
CP048242.1-5,26,316
CP048242.1-6,13,733
CP048242.1-7,12,782
CP048242.1-8,4,1138
CP048242.1-9,13,734
CP048242.1-10,16,610
CP048242.1-11,4,1139
CP048242.1-12,7,1008
CP048242.1-13,17,582
CP048242.1-14,4,1140
CP048242.1-15,4,1141
CP048242.1-16,15,654
CP048242.1-17,14,684
CP048242.1-18,13,735
CP048242.1-19,10,870
CP048242.1-20,11,825
CP048242.1-21,9,918
CP048242.1-22,15,655
CP048242.1-23,25,335
CP048242.1-24,4,1142
CP048242.1-25,3,1172
CP048242.1-26,13,736
CP048242.1-27,14,685
CP048242.1-28,11,826
CP048242.1-29,18,540
CP048242.1-30,9,919
CP048242.1-31,27,294
CP048242.1-32,6,1055
CP048242.1-33,25,336
CP048242.1-34,4,1143
CP048242.1-35,7,1009
CP048242.1-36,9,920
CP048242.1-37,9,921
CP048242.1-38,23,402
CP048242.1-39,13,737
CP048242.1-40,9,922
CP048242.1-41,10,871
CP048242.1-42,2,1206
CP048242.1-43,10,872
CP048242.1-44,5,1087
CP048242.1-45,3,1173
CP048242.1-46,10,873
CP048242.1-47,8,970
CP048242.1-48,8,971
CP048242.1-49,1,1235
CP048242.1-50,12,783
CP048242.1-51,7,1010
CP048242.1-52,8,972
CP048242.1-53,17,583
CP048242.1-54,13,738
CP048242.1-55,7,1011
CP048242.1-56,10,874
CP048242.1-57,3,1174
CP048242.1-58,16,611
CP048242.1-59,4,1144
CP048242.1-60,20,476
CP048242.1-61,16,612
CP048242.1-62,20,477
CP048242.1-63,12,784
CP048242.1-64,4,1145
CP048242.1-65,12,785
CP048242.1-66,38,155
CP048242.1-67,15,656
CP048242.1-68,12,786
CP048242.1-69,5,1088
CP048242.1-70,10,875
CP048242.1-71,7,1012
CP048242.1-72,9,923
CP048242.1-73,3,1175
CP048242.1-74,23,403
CP048242.1-75,38,156
CP048242.1-76,18,541
CP048242.1-77,23,404
CP048242.1-78,19,500
CP048242.1-79,11,827
CP048242.1-80,24,372
CP048242.1-81,6,1056
CP048242.1-82,7,1013
CP048242.1-83,9,924
CP048242.1-84,14,686
CP048242.1-85,40,136
CP048242.1-86,47,90
CP048242.1-87,16,613
CP048242.1-88,35,191
CP048242.1-89,17,584
CP048242.1-90,18,542
CP048242.1-91,18,543
CP048242.1-92,2,1207
CP048242.1-93,16,614
CP048242.1-94,7,1014
CP048242.1-95,24,373
CP048242.1-96,8,973
CP048242.1-97,19,501
CP048242.1-98,10,876
CP048242.1-99,34,205
CP048242.1-100,39,146
CP048242.1-101,43,116
CP048242.1-102,20,478
CP048242.1-103,39,147
CP048242.1-104,27,295
CP048242.1-105,113,7
CP048242.1-106,22,423
CP048242.1-107,23,405
CP048242.1-108,23,406
CP048242.1-109,38,157
CP048242.1-110,28,283
CP048242.1-111,22,424
CP048242.1-112,7,1015
CP048242.1-113,18,544
CP048242.1-114,2,1208
CP048242.1-115,3,1176
CP048242.1-116,4,1146
CP048242.1-117,74,33
CP048242.1-118,19,502
CP048242.1-119,8,974
CP048242.1-120,35,192
CP048242.1-121,14,687
CP048242.1-122,12,787
CP048242.1-123,6,1057
CP048242.1-124,40,137
CP048242.1-125,25,337
CP048242.1-126,10,877
CP048242.1-127,14,688
CP048242.1-128,17,585
CP048242.1-129,9,925
CP048242.1-130,37,168
CP048242.1-131,43,117
CP048242.1-132,11,828
CP048242.1-133,2,1209
CP048242.1-134,11,829
CP048242.1-135,12,788
CP048242.1-136,19,503
CP048242.1-137,5,1089
CP048242.1-138,10,878
CP048242.1-139,14,689
CP048242.1-140,10,879
CP048242.1-141,3,1177
CP048242.1-142,2,1210
